0,AAPL
1,XOM
2,GEC
3,GOOGL
4,CVX
5,T
6,IBM
7,PFE
8,BRK_B
9,JNJ
10,WFC
11,MSFT
12,PM
13,PG
14,KO
15,VZ
16,WMT
17,PEP
18,JPM
19,CSCO
20,CMCSA
21,INCO
22,HD
23,MCD
24,MRK
25,V
26,ORCL
27,UTX
28,C
29,COP
30,BAC
31,OXY
32,GILD
33,AEC
34,QCOM
35,UPS
36,MA
37,UNH
38,ABT
39,SLB
40,BA
41,LPRAX
42,DIS
43,KTF
44,DUK
45,AMZN
46,EMC
47,F
48,COST
49,LOW
50,AMGN
51,SBUX
52,MO
53,APC
54,NKE
55,MMM
56,PSX
57,GS
58,SO
59,MET
60,UNP
61,HAL
62,USB
63,DOW
64,CVS
65,BAX
66,EBAY
67,KMB
68,BMY
69,DE
70,EOG
71,CAT
72,PX
73,TJX
74,ABBV
75,BK
76,NWSA
77,AMT
78,AIG
79,COP
80,LLY
81,BLK
82,GIS
83,ALD
84,COF
85,YUM
86,MON
87,ETN
88,VIAB
89,TMO
90,CL
91,STT
92,TWX
93,ITW
94,PRU
95,SPG
96,MRO
97,CSX
98,AFL
99,WMB
100,KHC
101,ACN
102,NSC
103,ESRX
104,CTSH
105,MDT
106,GD
107,DD
108,ALL
109,CRM
110,CELG
111,PSA
112,CTL
113,EMR
114,ADM
115,TGT
116,VTR
117,CMI
118,DELL
119,ISRG
120,HPQ
121,MMC
122,ECL
123,BIIB
124,HES
125,BHI
126,BEN
127,TXN
128,ADBE
129,DFS
130,SE
131,IP
132,PPG
133,DHR
134,SYY
135,WAG
136,SYK
137,CME
138,PCLN
139,INTU
140,PPL
141,BRCM
142,AGN
143,SRE
144,PNC
145,S
146,ALXN
147,D
148,PCAR
149,HCN
150,MS
151,FE
152,FDX
153,AMAT
154,WM
155,TRV
156,NOC
157,NEE
158,CAM
159,FCX
160,CAH
161,BXP
162,OMC
163,K
164,ADP
165,STI
166,AVB
167,FITB
168,DTV
169,AZO
170,NOV
171,MAT
172,APA
173,ESV
174,CB
175,SHW
176,KRFT
177,COH
178,VNO
179,MPC
180,L
181,PCP
182,SWK
183,CTXS
184,ES
185,EXC
186,BBBY
187,ZBH
188,MHFI
189,TW
190,ROST
191,CERN
192,CBS
193,DLPH
194,VLO
195,DG
196,MCK
197,SWN
198,APH
199,ALTR
200,LMT
201,ICE
202,KMI
203,PNR
204,ABC
205,ETR
206,GPC
207,LB
208,RF
209,AEP
210,RL
211,CHK
212,LYB
213,NFLX
214,AABA
215,SJM
216,FLR
217,HIG
218,HCP
219,DLTR
220,XRX
221,DVA
222,LIFE
223,JCI
224,CMG
225,BBT
226,BF_B
227,XLNX
228,BEAM
229,CCE
230,CCI
231,FIS
232,DVN
233,SIAL
234,KLAC
235,AA
236,DPS
237,NEM
238,NE
239,LLTC
240,NBL
241,WHR
242,SLM
243,KEY
244,AON
245,PFG
246,LUV
247,XL
248,NI
249,MU
250,AVP
251,COL
252,ANTM
253,WU
254,GLW
255,JWN
256,EXPD
257,APD
258,WAT
259,FLS
260,PCG
261,PCL
