Date,high,low,open,close,volume
2014-11-28,85.55256324047035,74.95843875482215,74.95843875482215,80.45539093017578,6232653.8247162355
2014-12-01,79.10614950258135,62.065592782050764,75.65805635486502,73.65916442871094,3137438.25663768
2014-12-02,72.55976989873574,70.7607718765524,70.86071494025698,71.86016082763672,2454960.3244980415
2014-12-03,71.06060517053214,68.56199030781886,70.46093912851444,70.16110229492188,1973693.5346029364
2014-12-04,76.15777796543374,67.56254436273355,68.96177021088647,70.16110229492188,1835917.1989470385
2014-12-05,69.76132442816217,58.76741610040613,67.76243269813078,64.56420135498047,2687589.2872475097
2014-12-08,61.1660864644293,57.61805447789711,59.86680762870272,59.56697082519531,1898852.2588485368
2014-12-09,62.06558710113521,55.769078872591315,59.966752295815056,61.16608810424805,1919163.462984998
2014-12-10,59.137215278477505,54.969527479609155,58.46758831922065,56.26880645751953,1348747.2677930894
2014-12-11,64.06447798332586,51.97118462456598,55.669135062292156,58.46758270263672,1488524.8538943816
2014-12-12,58.667478258794425,53.070578629180204,54.76963751339495,54.16997146606445,1056685.4524115738
2014-12-15,54.46979736963291,52.07112586868917,52.77073870751303,52.87068557739258,963734.078975403
2014-12-16,58.367640248131494,50.472016361583144,51.97118516440244,57.168304443359375,1178352.9624401655
2014-12-17,60.16664427983704,55.96897071378635,56.96841661938968,59.367088317871094,1184256.1897189477
2014-12-18,63.56475878656627,56.56863736862291,62.86514969483882,58.067806243896484,896296.6228569766
2014-12-19,62.06558609008789,57.068356813508075,57.66802661424768,62.06558609008789,1355951.393256387
2014-12-22,63.96453402614053,57.36819297972812,62.06558539720615,57.668025970458984,613239.8304343089
2014-12-23,60.46647291878864,56.16885659782115,58.96730416873603,57.068355560302734,554107.0676472198
2014-12-24,56.76852643748379,54.56974469186847,56.368750364470536,55.16941452026367,177998.6287895084
2014-12-26,57.06835716585117,55.069465442877984,55.36930225139068,56.768524169921875,199210.3901494524
2014-12-29,58.9673048053483,56.46869019495219,56.96841311703141,57.668025970458984,268848.9842351098
2014-12-30,57.36819666409355,55.469247913202736,57.26824978570881,55.569190979003906,341689.3272044665
2014-12-31,56.36875221649064,52.17107853014198,55.769082368393015,55.0694694519043,273651.6209918017
