Date,high,low,open,close,volume
2013-02-28,24.719999313354492,23.15999984741211,24.1200008392334,24.239999771118164,26300.0
2013-03-01,24.479999542236328,23.280000686645508,24.0,24.360000610351562,19800.0
2013-03-04,24.719999313354492,24.0,24.239999771118164,24.600000381469727,12400.0
2013-03-05,25.559999465942383,24.360000610351562,24.600000381469727,25.440000534057617,21700.0
2013-03-06,25.440000534057617,24.360000610351562,25.200000762939453,25.079999923706055,7200.0
2013-03-07,26.040000915527344,24.959999084472656,24.959999084472656,25.440000534057617,12800.0
2013-03-08,26.15999984741211,25.31999969482422,26.040000915527344,26.040000915527344,19600.0
2013-03-11,25.68000030517578,24.719999313354492,25.68000030517578,24.84000015258789,11300.0
2013-03-12,27.0,24.719999313354492,24.719999313354492,26.280000686645508,28700.0
2013-03-13,27.0,25.68000030517578,25.799999237060547,26.520000457763672,41800.0
2013-03-14,27.479999542236328,25.799999237060547,26.520000457763672,26.520000457763672,61500.0
2013-03-15,29.639999389648438,26.399999618530273,26.520000457763672,28.440000534057617,119200.0
2013-03-18,28.200000762939453,26.760000228881836,27.959999084472656,27.719999313354492,47000.0
2013-03-19,28.079999923706055,27.0,27.84000015258789,28.079999923706055,40900.0
2013-03-20,28.68000030517578,27.360000610351562,28.68000030517578,27.600000381469727,47100.0
2013-03-21,28.440000534057617,27.360000610351562,27.719999313354492,27.600000381469727,51600.0
2013-03-22,28.079999923706055,27.479999542236328,27.719999313354492,27.719999313354492,44800.0
2013-03-25,28.68000030517578,26.639999389648438,27.719999313354492,27.0,59100.0
2013-03-26,27.719999313354492,26.280000686645508,27.1200008392334,26.520000457763672,64200.0
2013-03-27,26.8799991607666,26.15999984741211,26.399999618530273,26.639999389648438,21600.0
2013-03-28,27.360000610351562,26.399999618530273,26.8799991607666,26.639999389648438,17800.0
