Date,high,low,open,close,volume
2014-11-28,15.396773598089485,15.101541040408978,15.101541040408978,15.254742622375488,55142.98112930823
2014-12-01,15.342514185464141,14.87173882822301,15.248359844538689,14.999406814575195,81461.22124224425
2014-12-02,15.28187340579985,14.943552767037122,14.999407628240316,15.267510414123535,34464.36096368669
2014-12-03,15.806910549384192,15.447843926364902,15.473377528539954,15.738288879394531,83341.07957005092
2014-12-04,15.89946601698568,15.6393433029307,15.751053015357074,15.814886093139648,53889.73286675419
2014-12-05,16.100542068481445,15.905846824244692,15.905846824244692,16.100542068481445,90233.98342510608
2014-12-08,16.10054447381637,15.384007572270827,16.038305760989882,15.57870101928711,112792.46243079162
2014-12-09,15.581889597945068,14.900461706802005,15.339321372681933,15.478160858154297,119685.35033950649
2014-12-10,15.545190001457636,14.90684909889883,15.38719982678209,14.970683097839355,55142.975553607524
2014-12-11,15.535614677987683,14.878123118972747,15.460610071642652,15.283470153808594,56396.22498109307
2014-12-12,15.160587702133633,14.68342848368122,15.00579083767764,14.75045394897461,82087.84510633368
2014-12-15,15.139841944191941,14.391387558155852,14.811096643563445,14.48873519897461,107779.45949788515
2014-12-16,14.855781703348718,14.204674009609638,14.362663269042969,14.362663269042969,42610.48167292859
2014-12-17,14.787158966064451,14.100942394979203,14.219035967736428,14.787158966064453,69555.35014117608
2014-12-18,15.466035852036836,15.150925179346332,15.466035852036836,15.406852722167969,42511.99188672714
2014-12-19,15.544417890012088,15.072550792965545,15.544417890012088,15.157326698303223,61267.267113466805
2014-12-22,15.759626578314904,15.343079025895198,15.343079025895198,15.738718032836914,75857.00172123757
2014-12-23,16.036253799559404,15.769277788263427,16.016953885359424,15.770886421203613,116272.60814902461
2014-12-24,15.886680976235104,15.684037414691483,15.684037414691483,15.881856918334961,21762.254573168353
2014-12-26,16.082894606613554,15.770887887235569,16.082894606613554,15.843259811401367,24871.14381615883
2014-12-29,15.777317858168288,15.569848398364588,15.777317858168288,15.738718032836914,29223.599023755454
2014-12-30,15.666347457478146,15.409020481518638,15.666347457478146,15.417061805725098,40415.61222373356
2014-12-31,15.719422109657335,15.121137619018553,15.352731081044178,15.121137619018555,39793.83152844707
