Date,High,Low,Open,Close,Adj Close
1989-01-03,1.0,1.0,1.0,1.0,1.0
1989-01-04,1.053444420708305,1.053444420708305,1.053444420708305,1.053444420708305,1.053444420708305
1989-01-05,1.0591009226478474,1.0591009226478474,1.0591009226478474,1.0591009226478474,1.0591009226478474
1989-01-06,1.0670968364425983,1.0670968364425983,1.0670968364425983,1.0670968364425983,1.0670968364425983
1989-01-09,1.0716386000659608,1.0716386000659608,1.0716386000659608,1.0716386000659608,1.0716386000659608
1989-01-10,1.0645134022010159,1.0645134022010159,1.0645134022010159,1.0645134022010159,1.0645134022010159
1989-01-11,1.0818350740242095,1.0818350740242095,1.0818350740242095,1.0818350740242095,1.0818350740242095
1989-01-12,1.0958166291767646,1.0958166291767646,1.0958166291767646,1.0958166291767646,1.0958166291767646
1989-01-13,1.1039929174131413,1.1039929174131413,1.1039929174131413,1.1039929174131413,1.1039929174131413
1989-01-16,1.107445811459695,1.107445811459695,1.107445811459695,1.107445811459695,1.107445811459695
1989-01-17,1.1001631751814467,1.1001631751814467,1.1001631751814467,1.1001631751814467,1.1001631751814467
1989-01-18,1.1344969239200082,1.1344969239200082,1.1344969239200082,1.1344969239200082,1.1344969239200082
1989-01-19,1.1392220770682608,1.1392220770682608,1.1392220770682608,1.1392220770682608,1.1392220770682608
1989-01-20,1.1354490406541775,1.1354490406541775,1.1354490406541775,1.1354490406541775,1.1354490406541775
1989-01-23,1.1110661552208765,1.1110661552208765,1.1110661552208765,1.1110661552208765,1.1110661552208765
1989-01-24,1.1575693800157376,1.1575693800157376,1.1575693800157376,1.1575693800157376,1.1575693800157376
1989-01-25,1.16726887946116,1.16726887946116,1.16726887946116,1.16726887946116,1.16726887946116
1989-01-26,1.1967862635650328,1.1967862635650328,1.1967862635650328,1.1967862635650328,1.1967862635650328
1989-01-27,1.2242833708013425,1.2242833708013425,1.2242833708013425,1.2242833708013425,1.2242833708013425
1989-01-30,1.2381732108030112,1.2381732108030112,1.2381732108030112,1.2381732108030112,1.2381732108030112
1989-01-31,1.2701493775553927,1.2701493775553927,1.2701493775553927,1.2701493775553927,1.2701493775553927
1989-02-01,1.2660883199411965,1.2660883199411965,1.2660883199411965,1.2660883199411965,1.2660883199411965
1989-02-02,1.2646467267128974,1.2646467267128974,1.2646467267128974,1.2646467267128974,1.2646467267128974
1989-02-03,1.2671127311384554,1.2671127311384554,1.2671127311384554,1.2671127311384554,1.2671127311384554
1989-02-06,1.2591503016096914,1.2591503016096914,1.2591503016096914,1.2591503016096914,1.2591503016096914
1989-02-07,1.3044621463596229,1.3044621463596229,1.3044621463596229,1.3044621463596229,1.3044621463596229
1989-02-08,1.2910239151204168,1.2910239151204168,1.2910239151204168,1.2910239151204168,1.2910239151204168
1989-02-09,1.259203096677585,1.259203096677585,1.259203096677585,1.259203096677585,1.259203096677585
1989-02-10,1.2084384206950909,1.2084384206950909,1.2084384206950909,1.2084384206950909,1.2084384206950909
1989-02-13,1.21588249848317,1.21588249848317,1.21588249848317,1.21588249848317,1.21588249848317
1989-02-14,1.206873107292776,1.206873107292776,1.206873107292776,1.206873107292776,1.206873107292776
1989-02-15,1.238280399616925,1.238280399616925,1.238280399616925,1.238280399616925,1.238280399616925
1989-02-16,1.2445595855658205,1.2445595855658205,1.2445595855658205,1.2445595855658205,1.2445595855658205
1989-02-17,1.270173245959464,1.270173245959464,1.270173245959464,1.270173245959464,1.270173245959464
1989-02-21,1.2608983646750846,1.2608983646750846,1.2608983646750846,1.2608983646750846,1.2608983646750846
1989-02-22,1.1958323695619548,1.1958323695619548,1.1958323695619548,1.1958323695619548,1.1958323695619548
1989-02-23,1.2107392734964184,1.2107392734964184,1.2107392734964184,1.2107392734964184,1.2107392734964184
1989-02-24,1.149964062330296,1.149964062330296,1.149964062330296,1.149964062330296,1.149964062330296
1989-02-27,1.1583786166179884,1.1583786166179884,1.1583786166179884,1.1583786166179884,1.1583786166179884
1989-02-28,1.1717419646070202,1.1717419646070202,1.1717419646070202,1.1717419646070202,1.1717419646070202
1989-03-01,1.150607055768935,1.150607055768935,1.150607055768935,1.150607055768935,1.150607055768935
1989-03-02,1.1846585699057155,1.1846585699057155,1.1846585699057155,1.1846585699057155,1.1846585699057155
1989-03-03,1.1994624636192903,1.1994624636192903,1.1994624636192903,1.1994624636192903,1.1994624636192903
1989-03-06,1.2457533907207947,1.2457533907207947,1.2457533907207947,1.2457533907207947,1.2457533907207947
1989-03-07,1.2340388573633958,1.2340388573633958,1.2340388573633958,1.2340388573633958,1.2340388573633958
1989-03-08,1.2377386542249467,1.2377386542249467,1.2377386542249467,1.2377386542249467,1.2377386542249467
1989-03-09,1.2363201019634493,1.2363201019634493,1.2363201019634493,1.2363201019634493,1.2363201019634493
1989-03-10,1.2233891224452613,1.2233891224452613,1.2233891224452613,1.2233891224452613,1.2233891224452613
1989-03-13,1.2537556759878759,1.2537556759878759,1.2537556759878759,1.2537556759878759,1.2537556759878759
1989-03-14,1.251033934384072,1.251033934384072,1.251033934384072,1.251033934384072,1.251033934384072
1989-03-15,1.2702439341033689,1.2702439341033689,1.2702439341033689,1.2702439341033689,1.2702439341033689
1989-03-16,1.305277801405627,1.305277801405627,1.305277801405627,1.305277801405627,1.305277801405627
1989-03-17,1.2175877370425965,1.2175877370425965,1.2175877370425965,1.2175877370425965,1.2175877370425965
1989-03-20,1.183280017915059,1.183280017915059,1.183280017915059,1.183280017915059,1.183280017915059
1989-03-21,1.2005342342575458,1.2005342342575458,1.2005342342575458,1.2005342342575458,1.2005342342575458
1989-03-22,1.1903716209289432,1.1903716209289432,1.1903716209289432,1.1903716209289432,1.1903716209289432
1989-03-23,1.1703007613925505,1.1703007613925505,1.1703007613925505,1.1703007613925505,1.1703007613925505
1989-03-27,1.1923526775345619,1.1923526775345619,1.1923526775345619,1.1923526775345619,1.1923526775345619
1989-03-28,1.2047007296053263,1.2047007296053263,1.2047007296053263,1.2047007296053263,1.2047007296053263
1989-03-29,1.214740914548971,1.214740914548971,1.214740914548971,1.214740914548971,1.214740914548971
1989-03-30,1.2171649007294096,1.2171649007294096,1.2171649007294096,1.2171649007294096,1.2171649007294096
1989-03-31,1.2451988455557308,1.2451988455557308,1.2451988455557308,1.2451988455557308,1.2451988455557308
1989-04-03,1.2658584366105374,1.2658584366105374,1.2658584366105374,1.2658584366105374,1.2658584366105374
1989-04-04,1.2538941810103927,1.2538941810103927,1.2538941810103927,1.2538941810103927,1.2538941810103927
1989-04-05,1.2655072847094886,1.2655072847094886,1.2655072847094886,1.2655072847094886,1.2655072847094886
1989-04-06,1.2535463480200348,1.2535463480200348,1.2535463480200348,1.2535463480200348,1.2535463480200348
1989-04-07,1.2769058292860604,1.2769058292860604,1.2769058292860604,1.2769058292860604,1.2769058292860604
1989-04-10,1.2767659776952338,1.2767659776952338,1.2767659776952338,1.2767659776952338,1.2767659776952338
1989-04-11,1.2951230120732622,1.2951230120732622,1.2951230120732622,1.2951230120732622,1.2951230120732622
1989-04-12,1.3016490992721585,1.3016490992721585,1.3016490992721585,1.3016490992721585,1.3016490992721585
1989-04-13,1.268051306633688,1.268051306633688,1.268051306633688,1.268051306633688,1.268051306633688
1989-04-14,1.3310300057355335,1.3310300057355335,1.3310300057355335,1.3310300057355335,1.3310300057355335
1989-04-17,1.3349571653955996,1.3349571653955996,1.3349571653955996,1.3349571653955996,1.3349571653955996
1989-04-18,1.3919473734842391,1.3919473734842391,1.3919473734842391,1.3919473734842391,1.3919473734842391
1989-04-19,1.4071764627434262,1.4071764627434262,1.4071764627434262,1.4071764627434262,1.4071764627434262
1989-04-20,1.394344569823317,1.394344569823317,1.394344569823317,1.394344569823317,1.394344569823317
1989-04-21,1.4403917901189816,1.4403917901189816,1.4403917901189816,1.4403917901189816,1.4403917901189816
1989-04-24,1.428789511705469,1.428789511705469,1.428789511705469,1.428789511705469,1.428789511705469
1989-04-25,1.4030271284396822,1.4030271284396822,1.4030271284396822,1.4030271284396822,1.4030271284396822
1989-04-26,1.4056830675539984,1.4056830675539984,1.4056830675539984,1.4056830675539984,1.4056830675539984
1989-04-27,1.4421148933292756,1.4421148933292756,1.4421148933292756,1.4421148933292756,1.4421148933292756
1989-04-28,1.4419569474123872,1.4419569474123872,1.4419569474123872,1.4419569474123872,1.4419569474123872
1989-05-01,1.436073134765836,1.436073134765836,1.436073134765836,1.436073134765836,1.436073134765836
1989-05-02,1.4230730769907252,1.4230730769907252,1.4230730769907252,1.4230730769907252,1.4230730769907252
1989-05-03,1.424336964735332,1.424336964735332,1.424336964735332,1.424336964735332,1.424336964735332
1989-05-04,1.421343318128427,1.421343318128427,1.421343318128427,1.421343318128427,1.421343318128427
1989-05-05,1.4197712591724043,1.4197712591724043,1.4197712591724043,1.4197712591724043,1.4197712591724043
1989-05-08,1.3997901101217636,1.3997901101217636,1.3997901101217636,1.3997901101217636,1.3997901101217636
1989-05-09,1.391219677391252,1.391219677391252,1.391219677391252,1.391219677391252,1.391219677391252
1989-05-10,1.3994496944253652,1.3994496944253652,1.3994496944253652,1.3994496944253652,1.3994496944253652
1989-05-11,1.416123708163192,1.416123708163192,1.416123708163192,1.416123708163192,1.416123708163192
1989-05-12,1.5106599874666666,1.5106599874666666,1.5106599874666666,1.5106599874666666,1.5106599874666666
1989-05-15,1.54441336544523,1.54441336544523,1.54441336544523,1.54441336544523,1.54441336544523
